Coven #,curve_type,circulating_supply,bonding_curve_backing,ch_treasury,dao_treasury,buys,sales,target_supply,target_price,beyond_supply,beyond_price,linear_slope,quadratic_coefficient,exponential_coefficient,exponential_intercept
267,Fixed,13,637,135.97499999999997,68538.54532669742,25,12,566,1225,599,3675,2.0814159292035397,0.003683921998590336,0.06383699418953073,-19153.36447015295
268,Quadratic,10,730.6858232342654,175.490466310983,68538.54532669742,21,11,660,1825,698,5475,2.6585735963581185,0.004034254319208071,0.0708352740257724,-28937.413639186463
269,Fixed,14,588,126.00000000000009,68538.54532669742,27,13,574,1050,608,3150,1.7591623036649215,0.003070091280392533,0.052342971086739784,-16135.715353938187
270,Linear,2,323.5356600910472,470.88573596358117,68538.54532669742,15,13,660,5175,698,15525,7.538694992412746,0.011439597864055762,0.20086166744294365,-82055.40579878901
271,Quadratic,1,217.4928653061225,448.5024514285715,68538.54532669742,14,13,351,5525,374,16575,15.154285714285715,0.04329795918367347,0.6645017740092609,-75876.46731613447
272,Linear,11,3153.5031055900613,941.3972049689442,68538.54532669742,23,12,323,5550,344,16650,16.546583850931675,0.05138690636935304,0.7948442534908701,-76862.63157894737
273,Fixed,4,636,381.6000000000002,68538.54532669742,18,14,187,3975,201,11925,20.516129032258064,0.11030176899063475,1.4711324944485566,-46920.299777942266
274,Quadratic,2,267.14399355012125,365.111255038968,68538.54532669742,19,17,306,3375,326,10125,10.62295081967213,0.03482934694974469,0.5357142857142857,-46459.82142857143
275,Linear,2,33.29006085192697,43.616227180527375,68538.54532669742,13,11,494,550,524,1650,1.0709939148073022,0.002172401449913392,0.03608923884514436,-8221.453412073492
276,Fixed,13,2756,556.4999999999997,68538.54532669742,24,11,630,5300,666,15900,8.089030206677265,0.012860143412841439,0.2275459385196634,-84726.50266185815
277,Fixed,5,340,198.89999999999986,68538.54532669742,22,17,312,1700,333,5100,5.247588424437299,0.016873274676647263,0.25179589720802786,-22653.950973857663
278,Fixed,1,78,216.44999999999987,68538.54532669742,19,18,481,1950,510,5850,3.9,0.008125,0.13597852236672361,-29379.451553293122
279,Linear,9,1425.409288824383,535.7445936139333,68538.54532669742,25,16,690,3675,730,11025,5.120464441219158,0.007431733586675121,0.1295839210155148,-57841.208568406204
280,Linear,11,446.46341463414626,113.14939024390239,68538.54532669742,24,13,575,875,609,2625,1.4634146341463414,0.002549502846944846,0.04354533691649248,-13472.143425898277
281,Quadratic,1,164.801334054444,312.3182125473229,68538.54532669742,12,11,130,4475,142,13425,33.30232558139535,0.25815756264647555,2.7623456790123457,-41493.194444444445
282,Fixed,12,1020,267.75,68538.54532669742,27,15,418,2125,444,6375,4.892086330935252,0.011731621896727223,0.19007155635062611,-30926.352862254025
283,Linear,8,449.46107784431143,222.82275449101797,68538.54532669742,27,19,669,1350,707,4050,1.9401197604790419,0.0029043708989207216,0.051712250057458053,-21725.24706963916
284,Fixed,1,177,464.6249999999997,68538.54532669742,18,17,282,4425,301,13275,15.117437722419929,0.05379871075594281,0.8017030528127548,-58878.27475314793
285,Fixed,4,352,330.0000000000001,68538.54532669742,27,23,122,2200,133,6600,17.454545454545453,0.14425244177310292,1.5810276679841897,-20947.82608695652
286,Quadratic,10,290.4752017646748,61.21664886819209,68538.54532669742,19,9,479,725,508,2175,1.4560669456066946,0.003046165158173001,0.050761421319796954,-10873.172588832487
287,Quadratic,4,723.5618524975866,353.1008926347597,68538.54532669742,15,11,698,4525,738,13575,6.232424677187948,0.008941785763540815,0.15777545327754533,-72123.73518131101
288,Quadratic,5,379.6815869867092,211.06011108906964,68538.54532669742,21,16,711,1900,752,5700,2.5690140845070424,0.003618329696488792,0.06343800604330478,-30079.09884642994
289,Linear,5,355.10169491525426,186.79957627118645,68538.54532669742,18,13,532,1825,564,5475,3.2994350282485874,0.006213625288603743,0.10426188299817185,-27572.784792047532
290,Fixed,7,581,267.6749999999999,68538.54532669742,25,18,284,2075,303,6225,7.03886925795053,0.0248723295333941,0.3733693207377418,-27827.775528565006
291,Linear,10,2091.2287769784175,444.55338129496397,68538.54532669742,19,9,696,4650,736,13950,6.423021582733813,0.009241757672998292,0.16258741258741258,-73883.78496503497
292,Fixed,7,1414,621.1499999999995,68538.54532669742,24,17,133,5050,145,15150,36.72727272727273,0.27823691460055094,3.0495169082125604,-48084.782608695656
293,Fixed,17,1054,190.65000000000015,68538.54532669742,29,12,469,1550,497,4650,3.1794871794871793,0.006793776024545255,0.11484884410195613,-23604.65323058684
294,Fixed,6,1260,409.5,68538.54532669742,16,10,621,5250,657,15750,8.129032258064516,0.013111342351716961,0.22857889237199583,-82615.7262277952
295,Fixed,4,936,912.5999999999992,68538.54532669742,28,24,228,5850,244,17550,24.740088105726873,0.10898717227192455,1.5558510638297873,-74321.4494680851
296,Linear,5,295.51401869158883,145.38785046728975,68538.54532669742,16,11,322,1500,343,4500,4.485981308411215,0.013975019652371386,0.21547080370609784,-20702.327084680026
297,Linear,13,4133.192,1188.663,68538.54532669742,25,12,126,4025,137,12075,30.912,0.247296,2.8039010797631487,-39785.9543712992
298,Linear,4,392.37209302325573,408.6285412262154,68538.54532669742,21,17,474,2850,503,8550,5.784355179704017,0.01222908071819031,0.20159151193633953,-42251.867374005305
299,Linear,13,2112.3893805309726,826.8769911504424,68538.54532669742,34,21,340,3100,362,9300,8.778761061946902,0.025896050330226853,0.4025974025974026,-43166.896103896106
300,Quadratic,16,4243.9401360544225,1082.3236734693878,68538.54532669742,34,18,106,5875,116,17625,53.714285714285715,0.5115646258503401,5.340909090909091,-53008.52272727273
301,Quadratic,5,324.4231952662724,207.2661656804734,68538.54532669742,23,18,261,1650,279,4950,6.092307692307692,0.023431952662721894,0.34076827757125155,-21385.935563816605
302,Fixed,0,0,280.50000000000006,68538.54532669742,10,10,651,4675,689,14025,6.904615384615385,0.010622485207100591,0.18389583825033434,-73020.99166076626
303,Linear,6,149.84178498985804,53.8977687626775,68538.54532669742,16,10,494,600,524,1800,1.1683569979716024,0.002369892490814609,0.03937007874015748,-8968.858267716536
304,Fixed,2,160,240.0,68538.54532669742,21,19,331,2000,353,6000,5.818181818181818,0.017630853994490357,0.26659557451346305,-27032.258064516125
305,Quadratic,15,1406.4214876033056,235.0561983471074,68538.54532669742,24,9,265,2300,283,6900,8.363636363636363,0.03168044077134986,0.46805046805046807,-30321.24542124542
306,Quadratic,2,49.87304085708556,75.03775363986665,68538.54532669742,21,19,735,625,777,1875,0.8174386920980926,0.0011136766922317338,0.019709870703248186,-9993.81110059918
307,Quadratic,14,659.6006377551021,177.7037927295918,68538.54532669742,32,18,561,1175,594,3525,2.0142857142857142,0.0035969387755102043,0.06176246419091172,-18193.708770269914
308,Fixed,3,615,415.125,68538.54532669742,15,12,274,5125,293,15375,18.021978021978022,0.066014571509077,0.9548206800186306,-66036.83046110852
309,Linear,8,556.3973509933772,356.1685430463574,68538.54532669742,27,19,152,1475,165,4425,9.37748344370861,0.06210253936230867,0.7203907203907204,-14950.628815628814
310,Fixed,1,164,405.9000000000002,68538.54532669742,17,16,378,4100,402,12300,10.440318302387269,0.027693151995722195,0.43916023993144815,-58317.4057412168
311,Quadratic,8,343.94137751479286,129.21104094674556,68538.54532669742,24,16,651,1075,689,3225,1.5876923076923077,0.002442603550295858,0.04228620879553143,-16790.92321611203
312,Fixed,6,600,360.0,68538.54532669742,27,21,522,2500,553,7500,4.606525911708253,0.008841700406349814,0.15031716922706911,-38302.242732164865
313,Linear,4,828.8557213930349,962.1238805970154,68538.54532669742,23,19,604,5950,639,17850,9.472636815920398,0.015709182115954224,0.273972602739726,-93668.90410958904
314,Quadratic,10,200.2075966484837,54.12916312601081,68538.54532669742,23,13,574,500,608,1500,0.837696335078534,0.001461948228758349,0.024925224327018942,-7683.673978065803
315,Fixed,14,2184,491.3999999999997,68538.54532669742,28,14,520,3900,551,11700,7.213872832369942,0.013899562297437268,0.23537222004284983,-59500.09656296207
316,Fixed,0,0,624.75,68538.54532669742,17,17,529,6125,560,18375,11.136363636363637,0.021091597796143252,0.36353384574294445,-95222.41965160103
317,Fixed,10,610,219.59999999999982,68538.54532669742,29,19,362,1525,385,4575,4.055401662049862,0.011233799617866653,0.17799824919754886,-21671.909833673766
318,Quadratic,7,937.3610625352842,352.44887739024216,68538.54532669742,21,14,714,3350,755,10050,4.510518934081347,0.006326113512035549,0.11139375197432956,-53279.13029743794
319,Quadratic,16,2954.671564497042,527.472124970414,68538.54532669742,27,11,651,4600,689,13800,6.793846153846154,0.01045207100591716,0.18094563763669264,-71849.53190150263
320,Quadratic,8,448.0171857850711,151.4204076935372,68538.54532669742,22,14,686,1400,725,4200,1.962043795620438,0.0028642975118546537,0.0509544867245364,-22509.119033320592
321,Linear,13,2887.4691358024684,549.5231481481484,68538.54532669742,21,8,244,3625,261,10875,14.320987654320987,0.0589341055733374,0.8478540521576424,-46439.933925856625
322,Quadratic,2,405.1112863317144,426.4827596656557,68538.54532669742,15,13,584,5075,618,15225,8.356775300171526,0.014334091423964882,0.24877450980392157,-79480.7193627451
323,Linear,4,265.6423841059601,348.47284768211915,68538.54532669742,17,13,152,2300,165,6900,14.62251655629139,0.0968378579886847,1.1233211233211233,-23312.84493284493
324,Fixed,2,498,597.6,68538.54532669742,17,15,414,6225,440,18675,14.469733656174334,0.035035674712286524,0.5620260021668473,-89639.21316359697
325,Fixed,3,36,35.09999999999997,68538.54532669742,21,18,591,300,626,900,0.488135593220339,0.0008273484630853203,0.014109347442680775,-4611.463844797177
326,Fixed,5,370,227.55000000000015,68538.54532669742,23,18,735,1850,777,5550,2.4196185286103544,0.003296483009005932,0.058341217281614635,-29581.680857773576
327,Fixed,7,1505,532.125,68538.54532669742,20,13,677,5375,716,16125,7.633136094674557,0.011291621441826266,0.19816033475271433,-85179.51713395638
328,Quadratic,16,1235.0432098765432,293.2393518518519,68538.54532669742,31,15,109,1725,119,5175,15.333333333333334,0.1419753086419753,1.5265486725663717,-16080.66371681416
329,Fixed,10,240,79.19999999999993,68538.54532669742,27,17,458,600,486,1800,1.2603938730853392,0.002757973464081705,0.04549590536851683,-8901.774340309372
330,Quadratic,13,3337.642694583523,831.7897701411014,68538.54532669742,28,15,170,6225,184,18675,35.36094674556213,0.20923637127551556,2.5263798701298703,-65930.93547077922
331,Fixed,10,2220,732.5999999999995,68538.54532669742,27,17,744,5550,786,16650,7.17092866756393,0.009651317183800714,0.17296185489902768,-89933.41903515333
332,Quadratic,18,3899.750147928996,619.372222633136,68538.54532669742,28,10,521,5375,552,16125,9.923076923076923,0.01908284023668639,0.32378542814975453,-82176.57977169362
333,Quadratic,4,395.4150437317786,223.09668554768845,68538.54532669742,17,13,736,2475,778,7425,3.23265306122449,0.004398167430237401,0.07794784580498866,-39634.375
334,Quadratic,1,22.905499180364387,53.49548596535252,68538.54532669742,16,15,654,575,692,1725,0.8453292496171516,0.0012945317758302475,0.022517230576441102,-9026.549772869674
335,Linear,1,2.7564469914040117,58.95257879656159,68538.54532669742,14,13,350,650,372,1950,1.7879656160458453,0.005123110647695832,0.08207070707070707,-9346.294191919193
336,Quadratic,5,1207.6513994389954,636.4919340308348,68538.54532669742,20,15,443,6050,470,18150,13.14027149321267,0.02972912102536803,0.4919299101516445,-90055.39496686588
337,Fixed,3,699,506.77500000000026,68538.54532669742,16,13,297,5825,317,17475,18.89189189189189,0.06382395909422936,0.951797385620915,-77567.67973856209
338,Quadratic,1,57.86249442544972,195.53597071502898,68538.54532669742,21,20,218,1575,234,4725,6.967741935483871,0.0321094098409395,0.4375,-19026.4375
339,Fixed,13,3120,594.0,68538.54532669742,23,10,346,6000,368,18000,16.695652173913043,0.04839319470699433,0.7660878447395302,-85183.60572012258
340,Quadratic,6,1156.1273721759806,638.0752116527946,68538.54532669742,25,19,581,4825,615,14475,7.9862068965517246,0.013769322235434008,0.2377081485860676,-75140.02118435314
341,Quadratic,8,176.00652664056008,56.20308828764684,68538.54532669742,21,13,637,550,674,1650,0.8301886792452831,0.0013053281120208853,0.02271178741766977,-8636.827163297752
342,Fixed,12,1092,204.74999999999991,68538.54532669742,21,9,636,2275,673,6825,3.4393700787401573,0.005416330832661665,0.09408796707955086,-35663.620525651895
343,Fixed,5,1045,485.92500000000024,68538.54532669742,18,13,424,5225,450,15675,11.858156028368795,0.028033465788105897,0.4609209597741708,-77247.1264114326
344,Linear,3,108.23219814241489,127.13289473684205,68538.54532669742,19,16,647,1075,684,3225,1.5975232198142415,0.00247294616070316,0.04372318142069835,-17171.38317776015
345,Linear,8,271.0340557275542,147.2164086687307,68538.54532669742,26,18,324,775,345,2325,2.303405572755418,0.007131286602957951,0.11065895623616763,-10769.938245163132
346,Fixed,12,2424,515.0999999999997,68538.54532669742,23,11,72,5050,81,15150,68.28169014084507,0.9617139456457052,7.431935246504783,-32414.385577630608
347,Linear,5,1199.6915351506454,618.343794835007,68538.54532669742,18,13,698,6125,738,18375,8.436154949784791,0.012103522166118784,0.2135634588563459,-97626.05038354255
348,Quadratic,7,817.1703884406077,344.0681506849314,68538.54532669742,23,16,439,2925,466,8775,6.410958904109589,0.014636892475136049,0.23994093761535623,-43106.229235880404
349,Quadratic,9,126.01742731056657,43.212509671033565,68538.54532669742,25,16,482,350,511,1050,0.6985446985446986,0.0014522758805503087,0.02435714534256585,-5285.293503601378
350,Fixed,0,0,266.39999999999986,68538.54532669742,16,16,297,2775,317,8325,9.0,0.030405405405405407,0.4534313725490196,-36952.8431372549
351,Fixed,7,1022,492.74999999999966,68538.54532669742,26,19,98,3650,108,10950,36.123711340206185,0.37240939525985756,3.5784313725490198,-30019.460784313727
352,Fixed,5,1160,539.3999999999997,68538.54532669742,18,13,314,5800,335,17400,17.789137380191693,0.05683430472904694,0.8537572679767425,-77841.74578641348
353,Quadratic,10,920.7949343350722,165.98785807117804,68538.54532669742,17,7,712,2300,753,6900,3.1054852320675104,0.004367771071824909,0.07668839504526283,-36467.59415167631
354,Linear,3,180.55555555555543,446.875,68538.54532669742,20,17,217,3125,233,9375,13.88888888888889,0.06430041152263374,0.8719308035714286,-37555.80357142857
355,Fixed,1,62,190.65000000000015,68538.54532669742,21,20,311,1550,332,4650,4.8,0.015483870967741935,0.2302949260827576,-20581.342396553006
356,Fixed,3,486,352.3499999999999,68538.54532669742,16,13,439,4050,466,12150,8.876712328767123,0.02026646650403453,0.33222591362126247,-59685.54817275748
357,Fixed,8,400,112.5,68538.54532669742,19,11,645,1250,682,3750,1.8633540372670807,0.0028934068901662743,0.05099439061703213,-19899.209586945435
358,Linear,10,2546.3432835820895,1070.2332089552242,68538.54532669742,30,20,537,5725,569,17175,10.253731343283581,0.019130095789708177,0.32410552536231885,-87389.22101449275
359,Quadratic,14,2775.293962647929,449.6655683709319,68538.54532669742,22,8,417,4925,443,14775,11.365384615384615,0.027320636094674555,0.4415456338533262,-71487.12121212122
360,Quadratic,11,1840.2604244377071,440.9527233694705,68538.54532669742,23,12,503,4175,533,12525,7.98406374501992,0.015904509452230917,0.26918117343649256,-63659.732430689866
361,Quadratic,16,3480.4023112066657,619.3403453372749,68538.54532669742,27,11,489,5400,518,16200,10.62295081967213,0.021768341843590434,0.3705609881626351,-82846.87596500257
362,Fixed,2,468,386.10000000000014,68538.54532669742,12,10,370,5850,394,17550,15.21951219512195,0.0412452905016855,0.639763779527559,-81260.87598425196
363,Linear,9,511.9024390243904,222.2121951219512,68538.54532669742,27,18,657,1325,695,3975,1.9390243902439024,0.0029558298631766804,0.05165692007797271,-20904.832358674463
364,Quadratic,5,964.4911438615467,420.03774590995124,68538.54532669742,17,12,689,4825,728,14475,6.732558139534884,0.009785694970254192,0.17486635861194166,-77946.94165081091
365,Quadratic,1,98.48906666666716,763.3452399999999,68538.54532669742,23,22,76,5425,85,16275,69.44,0.9258666666666666,7.582110412299092,-37224.371069182394
366,Linear,3,635.2808586762076,229.39722719141324,68538.54532669742,8,5,560,5450,593,16350,9.359570661896242,0.016743417999814388,0.2869704867967249,-84222.82468472738
367,Linear,2,4.25882352941187,603.0494117647061,68538.54532669742,17,15,171,4525,185,13575,25.55294117647059,0.1503114186851211,1.8260694108151736,-48248.40597255852
368,Fixed,5,420,182.70000000000005,68538.54532669742,17,12,707,2100,747,6300,2.855524079320113,0.004044651670425089,0.07231404958677685,-33943.92561983471
369,Linear,7,1372.0,797.5554744525547,68538.54532669742,28,21,686,4900,725,14700,6.867153284671533,0.01002504129149129,0.17834070353587742,-78781.91661662208
370,Quadratic,4,454.60415154594295,299.232515604587,68538.54532669742,19,15,167,2900,180,8700,16.771084337349397,0.10103062853824939,1.2931995540691192,-32735.40691192865
371,Linear,23,1128.4651162790697,117.06279069767442,68538.54532669742,28,5,345,700,367,2100,1.9534883720930232,0.005678745267712277,0.08962868117797695,-9906.29961587708
372,Fixed,6,834,354.4500000000002,68538.54532669742,20,14,193,3475,208,10425,17.375,0.09049479166666667,1.1612364243943192,-39332.81954887218
373,Quadratic,9,836.6402586159254,246.05295686050576,68538.54532669742,22,13,467,2325,495,6975,4.789699570815451,0.010278325259260623,0.17299107142857142,-35241.049107142855
374,Linear,5,249.11764705882365,231.72794117647067,68538.54532669742,28,23,664,1375,702,4125,1.990950226244344,0.0030029415177139423,0.05305602716468591,-21946.78480475382
375,Linear,7,1332.4087193460496,633.9077656675748,68538.54532669742,23,16,735,4650,777,13950,6.081743869209809,0.0082857545902041,0.1466414380321665,-74353.9545884579
376,Quadratic,8,1600.8184016368032,421.05741211482416,68538.54532669742,18,10,509,5000,539,15000,9.448818897637794,0.0186000372000744,0.3186743148502231,-77238.36838750797
377,Fixed,5,55,38.775000000000006,68538.54532669742,26,21,553,275,586,825,0.4782608695652174,0.0008664146187775677,0.01465845793022574,-4191.490765171504
378,Quadratic,3,723.3794875130073,853.7210636706552,68538.54532669742,25,22,497,6050,527,18150,11.709677419354838,0.023608220603537983,0.39465101108936723,-91040.46314416177
379,Fixed,8,936,280.80000000000007,68538.54532669742,20,12,511,2925,542,8775,5.5058823529411764,0.010795847750865051,0.17955249992326816,-43776.60523004205
380,Fixed,10,1760,475.1999999999997,68538.54532669742,23,13,52,4400,60,13200,82.82352941176471,1.6239907727797,10.0,-21610.0
381,Fixed,2,392,499.7999999999997,68538.54532669742,18,16,539,4900,571,14700,8.743494423791821,0.016251848371360265,0.276398916967509,-75102.00812274367
382,Fixed,6,606,257.54999999999984,68538.54532669742,20,14,426,2525,452,7575,5.7035294117647055,0.013420069204152249,0.22172462240955393,-37524.00992272568
383,Quadratic,14,1771.651536205674,342.9677237111177,68538.54532669742,25,11,492,3150,522,9450,6.158859470468432,0.012543501976514118,0.2075098814229249,-46876.68972332016
384,Fixed,7,1512,664.2000000000002,68538.54532669742,24,17,655,5400,693,16200,7.926605504587156,0.012120191903038464,0.21115195120043795,-84913.06795964652
385,Linear,2,245.59681697612746,685.645225464191,68538.54532669742,18,16,378,5875,402,17625,14.960212201591512,0.0396822604816751,0.6292844901456727,-83564.57529991432
386,Linear,9,2611.2475247524753,643.0277227722772,68538.54532669742,19,10,203,5400,218,16200,25.663366336633665,0.12704636800313696,1.7183770883054892,-64716.658711217184
387,Fixed,6,750,281.25,68538.54532669742,18,12,637,3125,674,9375,4.716981132075472,0.007416637000118667,0.12904424669130551,-49072.88160964631
388,Linear,10,2621.340206185567,941.2113402061857,68538.54532669742,27,17,583,5875,617,17625,9.690721649484535,0.016650724483650407,0.28847098104684277,-91837.04458411077
389,Linear,6,1011.3644859813083,537.5214953271029,68538.54532669742,20,14,429,4175,455,12525,9.36448598130841,0.02187964014324395,0.36412000697714986,-62525.95935810222
390,Linear,18,4332.220028208745,485.4456981664315,68538.54532669742,22,4,710,4700,750,14100,6.363892806770099,0.008975871377672917,0.16117969821673525,-76321.97187928669
391,Linear,21,871.43661971831,143.2394366197183,68538.54532669742,33,12,143,400,155,1200,2.704225352112676,0.01904384050783575,0.22522522522522523,-4141.441441441441
392,Linear,13,2380.6352583586618,762.8172492401218,68538.54532669742,31,18,330,3425,352,10275,9.993920972644377,0.030376659491320294,0.45788770053475936,-46137.22259358289
393,Quadratic,1,79.72105263157891,188.69555817174515,68538.54532669742,16,15,381,2025,405,6075,5.11578947368421,0.013462603878116344,0.2152423469387755,-29055.994897959183
394,Linear,11,1039.9253731343283,487.86380597014926,68538.54532669742,34,23,269,1875,287,5625,6.7164179104477615,0.025061260859879708,0.3760529482551143,-25134.62695547533
395,Quadratic,9,1909.7749869178435,595.6832628909551,68538.54532669742,23,14,274,5300,293,15900,18.63736263736264,0.06826872760938694,0.9874243129948765,-68291.74662319515
396,Linear,2,161.62162162162105,846.6486486486485,68538.54532669742,21,19,334,5750,356,17250,16.576576576576578,0.0497795092389687,0.7597780126849895,-78501.0240486258
397,Quadratic,6,1216.836734693877,911.1926020408164,68538.54532669742,21,15,57,6250,65,18750,107.14285714285714,1.913265306122449,13.020833333333334,-34583.333333333336
398,Fixed,7,1001,353.9250000000001,68538.54532669742,20,13,246,3575,263,10725,14.008163265306122,0.057176176593086214,0.8295625942684767,-46219.49472096531
399,Linear,10,3791.160305343512,1183.8709923664123,68538.54532669742,23,13,132,5975,144,17925,43.786259541984734,0.334246256045685,3.6344282238442824,-56395.42274939173
400,Fixed,17,3655,596.625,68538.54532669742,27,10,173,5375,187,16125,30.0,0.1744186046511628,2.144852354349561,-58078.31205107741
401,Fixed,7,637,266.17499999999984,68538.54532669742,23,16,541,2275,573,6825,4.044444444444444,0.007489711934156379,0.12786645683453238,-35010.85881294964
402,Quadratic,4,811.3835294117649,461.0805882352939,68538.54532669742,17,13,341,5100,363,15300,14.4,0.042352941176470586,0.6604506604506605,-71248.09634809635
403,Quadratic,7,1204.0731833795016,426.3147403878117,68538.54532669742,20,13,476,4300,505,12900,8.690526315789473,0.01829584487534626,0.30291289493149237,-64044.72191891796
404,Fixed,12,2940,735.0,68538.54532669742,26,14,739,6125,781,18375,7.967479674796748,0.010796042919778792,0.19213877909530083,-98522.23320158102
405,Quadratic,8,631.933055575171,263.0648118070757,68538.54532669742,26,18,239,1975,256,5925,7.966386554621849,0.03347221241437751,0.47130414031738455,-24721.55172413793
406,Linear,3,121.11111111111126,866.5499999999998,68538.54532669742,17,14,109,5450,119,16350,48.44444444444444,0.448559670781893,4.823008849557522,-50805.575221238934
407,Fixed,2,500,675.0,68538.54532669742,19,17,179,6250,193,18750,33.70786516853933,0.18937002903673777,2.413127413127413,-70207.52895752895
408,Fixed,3,117,125.77499999999992,68538.54532669742,23,20,589,975,623,2925,1.5918367346938775,0.0027072053311120365,0.047399124939231894,-15412.963052989791
409,Linear,3,337.57097791798077,579.6752365930598,68538.54532669742,20,17,318,4350,339,13050,13.173501577287066,0.041556787310053835,0.6324972737186477,-59209.01853871319
410,Linear,10,1234.4963503649635,318.47299270072983,68538.54532669742,21,11,412,2575,438,7725,6.014598540145985,0.014634059708384392,0.23358127721335267,-36881.78292815675
411,Quadratic,2,316.9481481481482,698.862222222222,68538.54532669742,25,23,91,4750,101,14250,50.666666666666664,0.562962962962963,5.0,-35750.0
412,Fixed,5,780,479.6999999999997,68538.54532669742,23,18,94,3900,104,11700,40.25806451612903,0.4328824141519251,3.979591836734694,-30519.489795918373
413,Quadratic,15,1234.0886938129374,166.55478640140063,68538.54532669742,21,6,674,2050,713,6150,2.9242199108469538,0.004345051873472443,0.07590484124780153,-32329.503841525497
414,Fixed,12,2340,438.75,68538.54532669742,21,9,643,4875,680,14625,7.289719626168225,0.011354703467551752,0.19948032817071423,-77343.60998015426
415,Fixed,8,696,378.44999999999976,68538.54532669742,33,25,156,2175,169,6525,13.470967741935484,0.08690946930280957,1.035960943081686,-22713.961657537508
416,Linear,14,1238.7027027027027,302.6918918918918,68538.54532669742,27,13,445,1700,472,5100,3.675675675675676,0.008278548819089359,0.1376239627605748,-25430.63752276867
417,Quadratic,8,1160.1250637897201,348.4314700745352,68538.54532669742,20,12,747,3625,789,10875,4.664879356568365,0.006253189486016574,0.11252871422362948,-58999.02992487738
418,Quadratic,5,846.1824865680085,618.9719813366013,68538.54532669742,24,19,104,4550,114,13650,42.407766990291265,0.41172589310962393,4.212962962962963,-40145.32407407407
419,Fixed,7,1624,852.5999999999993,68538.54532669742,28,21,263,5800,281,17400,21.251908396946565,0.08111415418681894,1.1890118901189013,-75818.53218532186
420,Fixed,7,1232,382.7999999999998,68538.54532669742,18,11,399,4400,424,13200,10.613065326633166,0.026665993282997905,0.4287454323995128,-63514.99147381242
421,Fixed,8,1728,615.6,68538.54532669742,23,15,116,5400,127,16200,45.07826086956522,0.3919848771266541,4.073934364390796,-48477.78196906828
422,Fixed,11,1584,334.8000000000002,68538.54532669742,21,10,418,3600,444,10800,8.287769784172662,0.019874747683867294,0.3220035778175313,-52392.8801431127
423,Quadratic,7,510.2288284098365,192.57332279979062,68538.54532669742,21,14,348,1825,370,5475,5.0489913544668585,0.014550407361575961,0.23171660741493144,-26075.76498222448
424,Fixed,10,210,72.45000000000006,68538.54532669742,28,18,509,525,539,1575,0.9921259842519685,0.001953003906007812,0.033460803059273424,-8110.028680688336
425,Quadratic,9,2070.749086033616,639.7039759912498,68538.54532669742,23,14,608,5750,643,17250,9.093904448105437,0.014981720672331856,0.2630675969346906,-91176.99302298982
426,Fixed,4,452,322.05000000000007,68538.54532669742,21,17,455,2825,483,8475,5.973568281938326,0.013157639387529353,0.2155830280830281,-41610.11141636142
427,Fixed,3,561,575.0249999999996,68538.54532669742,22,19,134,4675,146,14025,33.744360902255636,0.25371699926508,2.802757793764988,-44902.98261390888
428,Linear,8,1152.4776119402986,520.889552238806,68538.54532669742,24,16,269,3175,287,9525,11.373134328358208,0.0424370683893963,0.6367829923786602,-42561.30164460489
429,Linear,4,71.27645051194534,96.77662116040953,68538.54532669742,21,17,294,575,314,1725,1.8839590443686007,0.00642989434938089,0.09488448844884488,-7570.738448844884
430,Linear,1,43.58248175182493,377.06167883211697,68538.54532669742,19,18,686,2950,725,8850,4.134306569343066,0.006035484042836593,0.10736838274098742,-47429.929391639824
431,Linear,3,197.3418013856813,299.08631639722876,68538.54532669742,21,18,434,2275,461,6825,5.043879907621247,0.011648683389425513,0.18871054705321222,-33106.15175645971
432,Quadratic,10,2463.3333333333335,1228.1944444444441,68538.54532669742,30,20,64,6125,72,18375,93.33333333333333,1.4814814814814814,11.427238805970148,-39229.71082089552
433,Linear,10,1113.9701492537313,362.60149253731333,68538.54532669742,24,14,403,2350,428,7050,5.611940298507463,0.013960050493799659,0.22677925211097708,-34298.43425814234
434,Fixed,9,387,112.87499999999993,68538.54532669742,22,13,601,1075,636,3225,1.72,0.0028666666666666667,0.04973973395026027,-16831.304222093695
435,Linear,4,236.8372093023256,199.5976744186047,68538.54532669742,20,16,517,1675,548,5025,3.116279069767442,0.0060393005228051196,0.10165993991442357,-25392.568961854762
436,Quadratic,7,1497.0510065501987,660.3418191812715,68538.54532669742,24,17,330,5350,352,16050,15.610942249240122,0.047449672490091556,0.7152406417112299,-72068.36229946524
437,Quadratic,16,2332.4359669421488,372.3289388429753,68538.54532669742,25,9,551,3625,584,10875,6.327272727272727,0.011504132231404958,0.19390729893819036,-55031.957928802585
438,Linear,9,2382.505263157895,903.2100000000002,68538.54532669742,25,16,476,5950,505,17850,12.025263157894736,0.025316343490304708,0.41914691275404176,-88620.02219013066
439,Quadratic,6,491.5710580422985,172.67827028283716,68538.54532669742,17,11,372,2050,396,6150,5.304582210242588,0.014298065256718565,0.2230200174064404,-28646.698215839864
440,Linear,10,745.4754098360656,270.2213114754099,68538.54532669742,23,13,62,825,70,2475,12.98360655737705,0.21284600913732868,1.5865384615384615,-5078.509615384615
441,Quadratic,8,1759.0517241379314,694.4166914387631,68538.54532669742,25,17,697,5500,737,16500,7.586206896551724,0.010899722552516845,0.1920391061452514,-87526.81564245811
